order_id,date,product,category,brand,region,city,channel,quantity,unit_price,discount_pct,revenue
NYK103747,2024-04-09,Coffee Body Scrub,Bath & Body,Glow Co,South,Chennai,Web,1,694,0,694.0
NYK103748,2024-04-09,Argan Oil Shampoo,Haircare,Lumière,East,Bhubaneswar,Mobile App,3,461,0,1383.0
NYK103749,2024-04-09,Onion Hair Oil,Haircare,Maison Lux,West,Pune,Web,3,451,0,1353.0
NYK103750,2024-04-09,Niacinamide Toner,Skincare,Lumière,West,Ahmedabad,Web,1,790,10,711.0
NYK103751,2024-04-09,Keratin Conditioner,Haircare,Velvet,West,Mumbai,Marketplace,1,608,15,516.8
NYK103752,2024-04-09,Hair Vitamins,Wellness,Lumière,South,Bengaluru,Web,1,879,0,879.0
NYK103753,2024-04-09,Collagen Powder,Wellness,Pureveda,South,Chennai,Marketplace,2,974,25,1461.0
NYK103754,2024-04-09,Niacinamide Toner,Skincare,Lumière,South,Bengaluru,Web,1,790,15,671.5
NYK103755,2024-04-09,Mascara Volume,Makeup,Glow Co,West,Ahmedabad,Marketplace,1,465,25,348.75
NYK103756,2024-04-09,Matte Liquid Lipstick,Makeup,Maison Lux,West,Ahmedabad,Marketplace,2,796,15,1353.2
NYK103757,2024-04-09,Vitamin C Serum,Skincare,Glow Co,South,Bengaluru,Web,4,977,10,3517.2
NYK103758,2024-04-09,Sunscreen SPF 50,Skincare,Lumière,North,Chandigarh,Mobile App,4,764,10,2750.4
NYK103759,2024-04-09,HD Foundation,Makeup,Velvet,South,Chennai,Web,2,906,5,1721.4
NYK103760,2024-04-09,Sunscreen SPF 50,Skincare,Lumière,North,Lucknow,Web,2,764,0,1528.0
NYK103761,2024-04-09,Body Mist Citrus,Fragrance,Bloomé,West,Surat,Web,1,1979,0,1979.0
NYK103762,2024-04-09,HD Foundation,Makeup,Velvet,Central,Indore,Marketplace,1,906,0,906.0
NYK103763,2024-04-09,Eau de Parfum Rose,Fragrance,Maison Lux,West,Mumbai,Web,2,2032,0,4064.0
NYK103764,2024-04-09,Compact Powder,Makeup,Glow Co,North,Jaipur,Web,1,666,20,532.8
NYK103765,2024-04-09,Kajal Eyeliner,Makeup,Velvet,West,Mumbai,Marketplace,1,494,20,395.2
NYK103766,2024-04-09,Shea Body Lotion,Bath & Body,Pureveda,West,Mumbai,Web,1,581,15,493.85
NYK103767,2024-04-09,Keratin Conditioner,Haircare,Velvet,West,Mumbai,Mobile App,2,608,25,912.0
NYK103768,2024-04-10,Biotin Gummies,Wellness,Bloomé,West,Ahmedabad,Marketplace,1,1157,0,1157.0
NYK103769,2024-04-10,Sunscreen SPF 50,Skincare,Lumière,Central,Bhopal,Mobile App,1,764,5,725.8
NYK103770,2024-04-10,Oud Perfume Luxe,Fragrance,Bloomé,North,Lucknow,Marketplace,1,1812,0,1812.0
NYK103771,2024-04-10,Oud Perfume Luxe,Fragrance,Bloomé,East,Guwahati,Mobile App,2,1812,0,3624.0
NYK103772,2024-04-10,Retinol Cream,Skincare,Glow Co,West,Mumbai,Mobile App,2,1027,5,1951.3
NYK103773,2024-04-10,Sunscreen SPF 50,Skincare,Lumière,North,Delhi,Marketplace,3,764,25,1719.0
NYK103774,2024-04-10,Oud Perfume Luxe,Fragrance,Bloomé,West,Pune,Web,1,1812,0,1812.0
NYK103775,2024-04-10,Collagen Powder,Wellness,Pureveda,West,Surat,Mobile App,2,974,10,1753.2
NYK103776,2024-04-10,Body Mist Citrus,Fragrance,Bloomé,West,Surat,Web,2,1979,10,3562.2
NYK103777,2024-04-10,Hyaluronic Moisturizer,Skincare,Maison Lux,South,Bengaluru,Web,1,662,0,662.0
NYK103778,2024-04-10,Mascara Volume,Makeup,Glow Co,West,Ahmedabad,Mobile App,1,465,10,418.5
NYK103779,2024-04-10,Oud Perfume Luxe,Fragrance,Bloomé,North,Jaipur,Web,1,1812,10,1630.8
NYK103780,2024-04-10,Retinol Cream,Skincare,Glow Co,South,Chennai,Web,1,1027,0,1027.0
NYK103781,2024-04-10,Hair Serum Smooth,Haircare,Velvet,West,Surat,Marketplace,2,363,15,617.1
NYK103782,2024-04-10,Keratin Conditioner,Haircare,Velvet,South,Kochi,Mobile App,3,608,0,1824.0
NYK103783,2024-04-10,Eau de Parfum Rose,Fragrance,Maison Lux,South,Kochi,Web,2,2032,0,4064.0
NYK103784,2024-04-10,Coffee Body Scrub,Bath & Body,Glow Co,East,Bhubaneswar,Web,3,694,0,2082.0
NYK103785,2024-04-10,Argan Oil Shampoo,Haircare,Lumière,North,Lucknow,Web,1,461,10,414.9
NYK103786,2024-04-10,Hair Serum Smooth,Haircare,Velvet,South,Bengaluru,Web,1,363,5,344.85
NYK103787,2024-04-10,Keratin Conditioner,Haircare,Velvet,Central,Nagpur,Mobile App,1,608,25,456.0
NYK103788,2024-04-10,Matte Liquid Lipstick,Makeup,Maison Lux,North,Delhi,Web,1,796,25,597.0
NYK103789,2024-04-10,Coffee Body Scrub,Bath & Body,Glow Co,West,Ahmedabad,Web,1,694,25,520.5
NYK103790,2024-04-10,Kajal Eyeliner,Makeup,Velvet,South,Bengaluru,Marketplace,1,494,15,419.9
NYK103791,2024-04-10,Niacinamide Toner,Skincare,Lumière,South,Chennai,Web,2,790,0,1580.0
NYK103792,2024-04-10,Sunscreen SPF 50,Skincare,Lumière,North,Lucknow,Marketplace,1,764,10,687.6
NYK103793,2024-04-10,Shea Body Lotion,Bath & Body,Pureveda,West,Surat,Web,4,581,5,2207.8
NYK103794,2024-04-10,Collagen Powder,Wellness,Pureveda,West,Ahmedabad,Mobile App,3,974,5,2775.9
NYK103795,2024-04-10,Shea Body Lotion,Bath & Body,Pureveda,North,Delhi,Mobile App,1,581,0,581.0
NYK103796,2024-04-10,Body Mist Citrus,Fragrance,Bloomé,West,Pune,Marketplace,1,1979,20,1583.2
NYK103797,2024-04-10,Coffee Body Scrub,Bath & Body,Glow Co,East,Kolkata,Mobile App,2,694,10,1249.2
NYK103798,2024-04-10,Kajal Eyeliner,Makeup,Velvet,South,Bengaluru,Marketplace,2,494,0,988.0
NYK103799,2024-04-10,Niacinamide Toner,Skincare,Lumière,East,Bhubaneswar,Web,3,790,0,2370.0
NYK103800,2024-04-10,Kajal Eyeliner,Makeup,Velvet,West,Surat,Web,2,494,25,741.0
NYK103801,2024-04-10,Argan Oil Shampoo,Haircare,Lumière,North,Delhi,Web,1,461,20,368.8
NYK103802,2024-04-10,Kajal Eyeliner,Makeup,Velvet,North,Jaipur,Mobile App,2,494,10,889.2
NYK103803,2024-04-10,Keratin Conditioner,Haircare,Velvet,South,Kochi,Web,2,608,20,972.8
NYK103804,2024-04-10,Hyaluronic Moisturizer,Skincare,Maison Lux,South,Bengaluru,Web,1,662,20,529.6
NYK103805,2024-04-10,Hyaluronic Moisturizer,Skincare,Maison Lux,South,Hyderabad,Mobile App,2,662,15,1125.4
NYK103806,2024-04-10,Biotin Gummies,Wellness,Bloomé,Central,Indore,Marketplace,1,1157,20,925.6
NYK103807,2024-04-10,Hyaluronic Moisturizer,Skincare,Maison Lux,South,Hyderabad,Marketplace,1,662,5,628.9
NYK103808,2024-04-10,Vitamin C Serum,Skincare,Glow Co,East,Bhubaneswar,Mobile App,2,977,0,1954.0
NYK103809,2024-04-10,Oud Perfume Luxe,Fragrance,Bloomé,West,Pune,Web,3,1812,15,4620.6
NYK103810,2024-04-10,Matte Liquid Lipstick,Makeup,Maison Lux,South,Kochi,Mobile App,2,796,25,1194.0
NYK103811,2024-04-10,Retinol Cream,Skincare,Glow Co,North,Jaipur,Mobile App,3,1027,0,3081.0
NYK103812,2024-04-11,Onion Hair Oil,Haircare,Maison Lux,North,Lucknow,Marketplace,1,451,15,383.35
NYK103813,2024-04-11,HD Foundation,Makeup,Velvet,Central,Nagpur,Mobile App,1,906,5,860.7
NYK103814,2024-04-11,HD Foundation,Makeup,Velvet,Central,Bhopal,Mobile App,2,906,20,1449.6
NYK103815,2024-04-11,Hair Vitamins,Wellness,Lumière,West,Pune,Mobile App,1,879,25,659.25
NYK103816,2024-04-11,Oud Perfume Luxe,Fragrance,Bloomé,West,Surat,Mobile App,3,1812,0,5436.0
NYK103817,2024-04-11,Oud Perfume Luxe,Fragrance,Bloomé,West,Surat,Web,3,1812,5,5164.2
NYK103818,2024-04-11,Hyaluronic Moisturizer,Skincare,Maison Lux,West,Pune,Web,2,662,10,1191.6
NYK103819,2024-04-11,Keratin Conditioner,Haircare,Velvet,West,Pune,Web,2,608,20,972.8
NYK103820,2024-04-11,Coffee Body Scrub,Bath & Body,Glow Co,North,Jaipur,Mobile App,1,694,20,555.2
NYK103821,2024-04-11,Compact Powder,Makeup,Glow Co,South,Hyderabad,Mobile App,2,666,15,1132.2
NYK103822,2024-04-11,Hyaluronic Moisturizer,Skincare,Maison Lux,West,Surat,Marketplace,2,662,20,1059.2
NYK103823,2024-04-11,Argan Oil Shampoo,Haircare,Lumière,North,Delhi,Web,1,461,0,461.0
NYK103824,2024-04-11,Oud Perfume Luxe,Fragrance,Bloomé,East,Bhubaneswar,Mobile App,1,1812,5,1721.4
NYK103825,2024-04-11,Retinol Cream,Skincare,Glow Co,North,Delhi,Web,1,1027,0,1027.0
NYK103826,2024-04-11,Biotin Gummies,Wellness,Bloomé,North,Delhi,Mobile App,1,1157,20,925.6
NYK103827,2024-04-11,Biotin Gummies,Wellness,Bloomé,South,Bengaluru,Web,3,1157,20,2776.8
NYK103828,2024-04-11,Onion Hair Oil,Haircare,Maison Lux,West,Pune,Mobile App,1,451,25,338.25
NYK103829,2024-04-11,Sunscreen SPF 50,Skincare,Lumière,East,Bhubaneswar,Web,1,764,25,573.0
NYK103830,2024-04-11,Hyaluronic Moisturizer,Skincare,Maison Lux,Central,Bhopal,Web,1,662,0,662.0
NYK103831,2024-04-11,Coffee Body Scrub,Bath & Body,Glow Co,North,Delhi,Marketplace,3,694,0,2082.0
NYK103832,2024-04-11,Onion Hair Oil,Haircare,Maison Lux,Central,Nagpur,Web,4,451,0,1804.0
NYK103833,2024-04-11,Compact Powder,Makeup,Glow Co,South,Kochi,Web,1,666,0,666.0
NYK103834,2024-04-11,Onion Hair Oil,Haircare,Maison Lux,East,Bhubaneswar,Web,1,451,20,360.8
NYK103835,2024-04-11,HD Foundation,Makeup,Velvet,North,Chandigarh,Web,2,906,20,1449.6
NYK103836,2024-04-11,Argan Oil Shampoo,Haircare,Lumière,Central,Bhopal,Web,2,461,5,875.9
NYK103837,2024-04-11,Matte Liquid Lipstick,Makeup,Maison Lux,South,Hyderabad,Mobile App,1,796,10,716.4
NYK103838,2024-04-11,Coffee Body Scrub,Bath & Body,Glow Co,North,Lucknow,Marketplace,1,694,0,694.0
NYK103839,2024-04-11,Compact Powder,Makeup,Glow Co,South,Chennai,Web,2,666,25,999.0
NYK103840,2024-04-11,Shea Body Lotion,Bath & Body,Pureveda,West,Surat,Mobile App,1,581,10,522.9
NYK103841,2024-04-11,Hyaluronic Moisturizer,Skincare,Maison Lux,South,Hyderabad,Marketplace,1,662,0,662.0
NYK103842,2024-04-11,Charcoal Face Wash,Bath & Body,Lumière,West,Pune,Marketplace,1,668,20,534.4
NYK103843,2024-04-11,Matte Liquid Lipstick,Makeup,Maison Lux,South,Bengaluru,Marketplace,4,796,0,3184.0
NYK103844,2024-04-11,Sunscreen SPF 50,Skincare,Lumière,South,Bengaluru,Marketplace,2,764,10,1375.2
NYK103845,2024-04-11,Onion Hair Oil,Haircare,Maison Lux,East,Guwahati,Mobile App,1,451,15,383.35
NYK103846,2024-04-11,Hair Serum Smooth,Haircare,Velvet,East,Bhubaneswar,Marketplace,2,363,0,726.0
NYK103847,2024-04-11,Biotin Gummies,Wellness,Bloomé,Central,Nagpur,Mobile App,1,1157,20,925.6
NYK103848,2024-04-11,Charcoal Face Wash,Bath & Body,Lumière,West,Mumbai,Marketplace,2,668,20,1068.8
NYK103849,2024-04-11,Vitamin C Serum,Skincare,Glow Co,West,Ahmedabad,Mobile App,1,977,0,977.0
NYK103850,2024-04-11,Body Mist Citrus,Fragrance,Bloomé,West,Mumbai,Web,4,1979,0,7916.0
NYK103851,2024-04-11,Shea Body Lotion,Bath & Body,Pureveda,West,Mumbai,Marketplace,1,581,0,581.0
NYK103852,2024-04-11,Hyaluronic Moisturizer,Skincare,Maison Lux,West,Ahmedabad,Web,1,662,10,595.8
NYK103853,2024-04-12,Shea Body Lotion,Bath & Body,Pureveda,North,Chandigarh,Web,2,581,0,1162.0
NYK103854,2024-04-12,Keratin Conditioner,Haircare,Velvet,South,Chennai,Web,4,608,0,2432.0
NYK103855,2024-04-12,Kajal Eyeliner,Makeup,Velvet,North,Jaipur,Mobile App,1,494,10,444.6
NYK103856,2024-04-12,Hyaluronic Moisturizer,Skincare,Maison Lux,East,Kolkata,Mobile App,1,662,10,595.8
NYK103857,2024-04-12,Argan Oil Shampoo,Haircare,Lumière,West,Mumbai,Mobile App,2,461,5,875.9
NYK103858,2024-04-12,Coffee Body Scrub,Bath & Body,Glow Co,West,Ahmedabad,Marketplace,1,694,5,659.3
NYK103859,2024-04-12,HD Foundation,Makeup,Velvet,South,Chennai,Web,2,906,10,1630.8
NYK103860,2024-04-12,Hair Serum Smooth,Haircare,Velvet,West,Pune,Marketplace,3,363,0,1089.0
NYK103861,2024-04-12,Vitamin C Serum,Skincare,Glow Co,West,Pune,Web,1,977,0,977.0
NYK103862,2024-04-12,Compact Powder,Makeup,Glow Co,North,Delhi,Mobile App,2,666,20,1065.6
NYK103863,2024-04-12,Charcoal Face Wash,Bath & Body,Lumière,East,Guwahati,Web,1,668,0,668.0
NYK103864,2024-04-12,Sunscreen SPF 50,Skincare,Lumière,Central,Bhopal,Web,1,764,5,725.8
NYK103865,2024-04-12,Body Mist Citrus,Fragrance,Bloomé,West,Ahmedabad,Web,1,1979,0,1979.0
NYK103866,2024-04-12,Vitamin C Serum,Skincare,Glow Co,West,Ahmedabad,Marketplace,1,977,0,977.0
NYK103867,2024-04-12,HD Foundation,Makeup,Velvet,South,Bengaluru,Web,3,906,0,2718.0
NYK103868,2024-04-12,Hair Serum Smooth,Haircare,Velvet,West,Mumbai,Mobile App,1,363,20,290.4
NYK103869,2024-04-12,Kajal Eyeliner,Makeup,Velvet,North,Lucknow,Mobile App,2,494,10,889.2
NYK103870,2024-04-12,Argan Oil Shampoo,Haircare,Lumière,East,Guwahati,Mobile App,1,461,15,391.85
NYK103871,2024-04-12,Hair Serum Smooth,Haircare,Velvet,East,Guwahati,Marketplace,1,363,0,363.0
NYK103872,2024-04-12,Onion Hair Oil,Haircare,Maison Lux,East,Kolkata,Web,1,451,0,451.0
NYK103873,2024-04-12,Coffee Body Scrub,Bath & Body,Glow Co,West,Ahmedabad,Web,2,694,10,1249.2
NYK103874,2024-04-12,Compact Powder,Makeup,Glow Co,North,Delhi,Mobile App,1,666,0,666.0
NYK103875,2024-04-12,Hair Vitamins,Wellness,Lumière,South,Bengaluru,Web,1,879,10,791.1
NYK103876,2024-04-12,Compact Powder,Makeup,Glow Co,West,Mumbai,Mobile App,1,666,0,666.0
NYK103877,2024-04-12,Kajal Eyeliner,Makeup,Velvet,North,Lucknow,Marketplace,2,494,20,790.4
NYK103878,2024-04-12,Eau de Parfum Rose,Fragrance,Maison Lux,South,Chennai,Marketplace,2,2032,10,3657.6
NYK103879,2024-04-12,Compact Powder,Makeup,Glow Co,North,Delhi,Marketplace,3,666,25,1498.5
NYK103880,2024-04-12,Kajal Eyeliner,Makeup,Velvet,South,Hyderabad,Web,2,494,25,741.0
NYK103881,2024-04-12,Coffee Body Scrub,Bath & Body,Glow Co,Central,Indore,Marketplace,1,694,10,624.6
NYK103882,2024-04-12,Body Mist Citrus,Fragrance,Bloomé,South,Kochi,Web,1,1979,5,1880.05
NYK103883,2024-04-13,Kajal Eyeliner,Makeup,Velvet,West,Surat,Web,2,494,10,889.2
NYK103884,2024-04-13,Keratin Conditioner,Haircare,Velvet,Central,Indore,Mobile App,3,608,10,1641.6
NYK103885,2024-04-13,Hair Vitamins,Wellness,Lumière,South,Kochi,Web,1,879,10,791.1
NYK103886,2024-04-13,Oud Perfume Luxe,Fragrance,Bloomé,West,Ahmedabad,Marketplace,1,1812,25,1359.0
NYK103887,2024-04-13,HD Foundation,Makeup,Velvet,West,Ahmedabad,Marketplace,2,906,15,1540.2
NYK103888,2024-04-13,Body Mist Citrus,Fragrance,Bloomé,West,Mumbai,Mobile App,1,1979,25,1484.25
NYK103889,2024-04-13,Hair Serum Smooth,Haircare,Velvet,West,Pune,Mobile App,1,363,10,326.7
NYK103890,2024-04-13,HD Foundation,Makeup,Velvet,West,Ahmedabad,Web,3,906,10,2446.2
NYK103891,2024-04-13,Coffee Body Scrub,Bath & Body,Glow Co,West,Pune,Mobile App,1,694,0,694.0
NYK103892,2024-04-13,Vitamin C Serum,Skincare,Glow Co,West,Ahmedabad,Web,2,977,15,1660.9
NYK103893,2024-04-13,Mascara Volume,Makeup,Glow Co,West,Pune,Web,1,465,10,418.5
NYK103894,2024-04-13,Biotin Gummies,Wellness,Bloomé,East,Kolkata,Web,1,1157,0,1157.0
NYK103895,2024-04-13,Compact Powder,Makeup,Glow Co,West,Pune,Web,1,666,0,666.0
NYK103896,2024-04-13,Charcoal Face Wash,Bath & Body,Lumière,South,Chennai,Web,2,668,20,1068.8
NYK103897,2024-04-13,Retinol Cream,Skincare,Glow Co,North,Jaipur,Marketplace,1,1027,0,1027.0
NYK103898,2024-04-13,Keratin Conditioner,Haircare,Velvet,North,Lucknow,Marketplace,1,608,10,547.2
NYK103899,2024-04-13,Hyaluronic Moisturizer,Skincare,Maison Lux,South,Bengaluru,Marketplace,1,662,0,662.0
NYK103900,2024-04-13,Niacinamide Toner,Skincare,Lumière,South,Chennai,Marketplace,2,790,25,1185.0
NYK103901,2024-04-13,Matte Liquid Lipstick,Makeup,Maison Lux,South,Kochi,Web,1,796,0,796.0
NYK103902,2024-04-13,Coffee Body Scrub,Bath & Body,Glow Co,East,Guwahati,Mobile App,1,694,0,694.0
NYK103903,2024-04-13,Vitamin C Serum,Skincare,Glow Co,North,Lucknow,Mobile App,3,977,0,2931.0
NYK103904,2024-04-13,Hair Serum Smooth,Haircare,Velvet,North,Lucknow,Mobile App,1,363,0,363.0
NYK103905,2024-04-13,Onion Hair Oil,Haircare,Maison Lux,South,Chennai,Marketplace,3,451,25,1014.75
NYK103906,2024-04-13,Keratin Conditioner,Haircare,Velvet,West,Pune,Web,1,608,20,486.4
NYK103907,2024-04-13,HD Foundation,Makeup,Velvet,North,Lucknow,Web,1,906,0,906.0
NYK103908,2024-04-13,Collagen Powder,Wellness,Pureveda,Central,Indore,Web,1,974,15,827.9
NYK103909,2024-04-13,Vitamin C Serum,Skincare,Glow Co,West,Ahmedabad,Marketplace,2,977,10,1758.6
NYK103910,2024-04-13,Niacinamide Toner,Skincare,Lumière,South,Chennai,Mobile App,4,790,0,3160.0
NYK103911,2024-04-13,Keratin Conditioner,Haircare,Velvet,East,Kolkata,Mobile App,1,608,5,577.6
NYK103912,2024-04-13,Matte Liquid Lipstick,Makeup,Maison Lux,West,Surat,Mobile App,1,796,25,597.0
NYK103913,2024-04-13,Body Mist Citrus,Fragrance,Bloomé,East,Kolkata,Marketplace,4,1979,15,6728.6
NYK103914,2024-04-13,HD Foundation,Makeup,Velvet,West,Pune,Mobile App,2,906,0,1812.0
NYK103915,2024-04-13,Onion Hair Oil,Haircare,Maison Lux,South,Hyderabad,Marketplace,2,451,0,902.0
NYK103916,2024-04-13,Shea Body Lotion,Bath & Body,Pureveda,Central,Bhopal,Web,1,581,5,551.95
NYK103917,2024-04-13,Mascara Volume,Makeup,Glow Co,North,Chandigarh,Marketplace,2,465,10,837.0
NYK103918,2024-04-13,Kajal Eyeliner,Makeup,Velvet,South,Hyderabad,Mobile App,1,494,0,494.0
NYK103919,2024-04-13,Matte Liquid Lipstick,Makeup,Maison Lux,South,Hyderabad,Marketplace,1,796,5,756.2
NYK103920,2024-04-13,Hair Serum Smooth,Haircare,Velvet,South,Bengaluru,Mobile App,2,363,0,726.0
NYK103921,2024-04-13,Mascara Volume,Makeup,Glow Co,South,Chennai,Web,2,465,15,790.5
NYK103922,2024-04-13,Onion Hair Oil,Haircare,Maison Lux,North,Lucknow,Web,2,451,0,902.0
NYK103923,2024-04-13,Oud Perfume Luxe,Fragrance,Bloomé,West,Mumbai,Web,1,1812,0,1812.0
NYK103924,2024-04-13,Charcoal Face Wash,Bath & Body,Lumière,West,Ahmedabad,Mobile App,1,668,10,601.2
NYK103925,2024-04-14,Niacinamide Toner,Skincare,Lumière,South,Hyderabad,Web,1,790,0,790.0
NYK103926,2024-04-14,Coffee Body Scrub,Bath & Body,Glow Co,South,Bengaluru,Marketplace,2,694,10,1249.2
NYK103927,2024-04-14,Onion Hair Oil,Haircare,Maison Lux,South,Kochi,Mobile App,1,451,0,451.0
NYK103928,2024-04-14,Kajal Eyeliner,Makeup,Velvet,Central,Nagpur,Mobile App,1,494,10,444.6
NYK103929,2024-04-14,HD Foundation,Makeup,Velvet,South,Kochi,Marketplace,1,906,0,906.0
NYK103930,2024-04-14,Eau de Parfum Rose,Fragrance,Maison Lux,Central,Bhopal,Mobile App,3,2032,15,5181.6
NYK103931,2024-04-14,Onion Hair Oil,Haircare,Maison Lux,North,Lucknow,Mobile App,3,451,5,1285.35
NYK103932,2024-04-14,Shea Body Lotion,Bath & Body,Pureveda,East,Kolkata,Marketplace,3,581,10,1568.7
NYK103933,2024-04-14,Mascara Volume,Makeup,Glow Co,North,Jaipur,Marketplace,3,465,25,1046.25
NYK103934,2024-04-14,Charcoal Face Wash,Bath & Body,Lumière,Central,Indore,Mobile App,2,668,20,1068.8
NYK103935,2024-04-14,Hair Vitamins,Wellness,Lumière,East,Kolkata,Mobile App,1,879,25,659.25
NYK103936,2024-04-14,Argan Oil Shampoo,Haircare,Lumière,South,Kochi,Mobile App,1,461,0,461.0
NYK103937,2024-04-14,Kajal Eyeliner,Makeup,Velvet,West,Surat,Mobile App,1,494,0,494.0
NYK103938,2024-04-14,Hyaluronic Moisturizer,Skincare,Maison Lux,South,Hyderabad,Marketplace,1,662,15,562.7
NYK103939,2024-04-14,Oud Perfume Luxe,Fragrance,Bloomé,North,Lucknow,Marketplace,1,1812,20,1449.6
NYK103940,2024-04-14,HD Foundation,Makeup,Velvet,South,Bengaluru,Web,1,906,25,679.5
NYK103941,2024-04-14,Matte Liquid Lipstick,Makeup,Maison Lux,South,Kochi,Web,2,796,10,1432.8
NYK103942,2024-04-14,Charcoal Face Wash,Bath & Body,Lumière,West,Surat,Web,1,668,10,601.2
NYK103943,2024-04-14,Oud Perfume Luxe,Fragrance,Bloomé,West,Mumbai,Mobile App,2,1812,15,3080.4
NYK103944,2024-04-14,HD Foundation,Makeup,Velvet,North,Chandigarh,Marketplace,2,906,25,1359.0
NYK103945,2024-04-14,Charcoal Face Wash,Bath & Body,Lumière,West,Surat,Web,3,668,15,1703.4
NYK103946,2024-04-14,Argan Oil Shampoo,Haircare,Lumière,West,Mumbai,Marketplace,2,461,10,829.8
NYK103947,2024-04-14,Retinol Cream,Skincare,Glow Co,North,Lucknow,Mobile App,1,1027,0,1027.0
NYK103948,2024-04-14,Biotin Gummies,Wellness,Bloomé,South,Bengaluru,Mobile App,3,1157,25,2603.25
NYK103949,2024-04-14,Collagen Powder,Wellness,Pureveda,North,Lucknow,Web,2,974,5,1850.6
NYK103950,2024-04-14,Hyaluronic Moisturizer,Skincare,Maison Lux,South,Chennai,Mobile App,2,662,0,1324.0
NYK103951,2024-04-14,HD Foundation,Makeup,Velvet,West,Pune,Marketplace,3,906,25,2038.5
NYK103952,2024-04-14,Niacinamide Toner,Skincare,Lumière,West,Pune,Web,2,790,20,1264.0
NYK103953,2024-04-14,Shea Body Lotion,Bath & Body,Pureveda,West,Pune,Mobile App,1,581,5,551.95
NYK103954,2024-04-14,Niacinamide Toner,Skincare,Lumière,East,Kolkata,Mobile App,1,790,25,592.5
NYK103955,2024-04-14,Mascara Volume,Makeup,Glow Co,North,Jaipur,Web,2,465,0,930.0
NYK103956,2024-04-14,HD Foundation,Makeup,Velvet,West,Pune,Marketplace,2,906,0,1812.0
NYK103957,2024-04-14,Kajal Eyeliner,Makeup,Velvet,South,Bengaluru,Mobile App,4,494,0,1976.0
NYK103958,2024-04-14,Keratin Conditioner,Haircare,Velvet,West,Surat,Web,2,608,20,972.8
NYK103959,2024-04-14,Hair Serum Smooth,Haircare,Velvet,North,Jaipur,Mobile App,2,363,25,544.5
NYK103960,2024-04-14,HD Foundation,Makeup,Velvet,South,Chennai,Web,1,906,10,815.4
NYK103961,2024-04-14,Shea Body Lotion,Bath & Body,Pureveda,West,Ahmedabad,Web,3,581,5,1655.85
NYK103962,2024-04-14,Hair Vitamins,Wellness,Lumière,East,Guwahati,Mobile App,1,879,0,879.0
NYK103963,2024-04-14,Shea Body Lotion,Bath & Body,Pureveda,South,Bengaluru,Marketplace,1,581,15,493.85
NYK103964,2024-04-14,Hair Serum Smooth,Haircare,Velvet,South,Chennai,Mobile App,4,363,0,1452.0
NYK103965,2024-04-14,Biotin Gummies,Wellness,Bloomé,East,Kolkata,Mobile App,1,1157,0,1157.0
NYK103966,2024-04-14,Biotin Gummies,Wellness,Bloomé,East,Guwahati,Marketplace,3,1157,0,3471.0
NYK103967,2024-04-14,Oud Perfume Luxe,Fragrance,Bloomé,North,Lucknow,Web,1,1812,0,1812.0
NYK103968,2024-04-14,Body Mist Citrus,Fragrance,Bloomé,West,Pune,Marketplace,1,1979,15,1682.15
NYK103969,2024-04-14,Mascara Volume,Makeup,Glow Co,East,Kolkata,Marketplace,1,465,0,465.0
NYK103970,2024-04-14,Biotin Gummies,Wellness,Bloomé,West,Mumbai,Web,1,1157,20,925.6
NYK103971,2024-04-15,Hair Serum Smooth,Haircare,Velvet,North,Lucknow,Web,1,363,25,272.25
NYK103972,2024-04-15,Biotin Gummies,Wellness,Bloomé,South,Hyderabad,Mobile App,3,1157,25,2603.25
NYK103973,2024-04-15,Vitamin C Serum,Skincare,Glow Co,North,Chandigarh,Marketplace,2,977,25,1465.5
NYK103974,2024-04-15,Collagen Powder,Wellness,Pureveda,South,Chennai,Marketplace,2,974,20,1558.4
NYK103975,2024-04-15,Compact Powder,Makeup,Glow Co,South,Bengaluru,Marketplace,1,666,15,566.1
NYK103976,2024-04-15,Collagen Powder,Wellness,Pureveda,West,Surat,Web,1,974,0,974.0
NYK103977,2024-04-15,Body Mist Citrus,Fragrance,Bloomé,North,Delhi,Web,1,1979,25,1484.25
NYK103978,2024-04-15,Vitamin C Serum,Skincare,Glow Co,North,Delhi,Mobile App,1,977,0,977.0
NYK103979,2024-04-15,HD Foundation,Makeup,Velvet,East,Bhubaneswar,Web,2,906,10,1630.8
NYK103980,2024-04-15,Argan Oil Shampoo,Haircare,Lumière,South,Chennai,Mobile App,2,461,10,829.8
NYK103981,2024-04-15,Oud Perfume Luxe,Fragrance,Bloomé,East,Kolkata,Web,2,1812,0,3624.0
NYK103982,2024-04-15,Vitamin C Serum,Skincare,Glow Co,South,Chennai,Web,2,977,10,1758.6
NYK103983,2024-04-15,Collagen Powder,Wellness,Pureveda,North,Delhi,Web,3,974,0,2922.0
NYK103984,2024-04-15,Kajal Eyeliner,Makeup,Velvet,South,Chennai,Mobile App,1,494,25,370.5
NYK103985,2024-04-15,Coffee Body Scrub,Bath & Body,Glow Co,East,Guwahati,Web,1,694,0,694.0
NYK103986,2024-04-15,Charcoal Face Wash,Bath & Body,Lumière,West,Mumbai,Mobile App,1,668,0,668.0
NYK103987,2024-04-15,Kajal Eyeliner,Makeup,Velvet,North,Jaipur,Mobile App,1,494,0,494.0
